date,fps_id,commodity,beneficiary_class,quantity_distributed
2024-02-05,FPS_001,Sugar,AAY,102
2024-02-05,FPS_001,Sugar,PHH,75
2024-02-05,FPS_002,Rice,AAY,1318
2024-02-05,FPS_002,Rice,PHH,2000
2024-02-05,FPS_002,Wheat,AAY,775
2024-02-05,FPS_002,Wheat,PHH,1254
2024-02-05,FPS_002,Sugar,AAY,94
2024-02-05,FPS_002,Sugar,PHH,161
2024-02-05,FPS_003,Rice,AAY,919
2024-02-05,FPS_003,Rice,PHH,2000
2024-02-05,FPS_003,Wheat,AAY,818
2024-02-05,FPS_003,Wheat,PHH,495
2024-02-05,FPS_003,Sugar,AAY,50
2024-02-05,FPS_003,Sugar,PHH,142
2024-02-05,FPS_004,Rice,AAY,1468
2024-02-05,FPS_004,Rice,PHH,1881
2024-02-05,FPS_004,Wheat,AAY,920
2024-02-05,FPS_004,Wheat,PHH,1601
2024-02-05,FPS_004,Sugar,AAY,52
2024-02-05,FPS_004,Sugar,PHH,93
2024-02-05,FPS_005,Rice,AAY,114
2024-02-05,FPS_005,Rice,PHH,2000
2024-02-05,FPS_005,Wheat,AAY,603
2024-02-05,FPS_005,Wheat,PHH,1737
2024-02-05,FPS_005,Sugar,AAY,61
2024-02-05,FPS_005,Sugar,PHH,174
2024-02-12,FPS_001,Rice,AAY,1122
2024-02-12,FPS_001,Rice,PHH,2000
2024-02-12,FPS_001,Wheat,AAY,792
2024-02-12,FPS_001,Wheat,PHH,826
2024-02-12,FPS_001,Sugar,AAY,73
2024-02-12,FPS_001,Sugar,PHH,74
2024-02-12,FPS_002,Rice,AAY,1707
2024-02-12,FPS_002,Rice,PHH,2000
2024-02-12,FPS_002,Wheat,AAY,534
2024-02-12,FPS_002,Wheat,PHH,1058
2024-02-12,FPS_002,Sugar,AAY,50
2024-02-12,FPS_002,Sugar,PHH,184
2024-02-12,FPS_003,Rice,AAY,1266
2024-02-12,FPS_003,Rice,PHH,1310
2024-02-12,FPS_003,Wheat,AAY,590
2024-02-12,FPS_003,Wheat,PHH,539
2024-02-12,FPS_003,Sugar,AAY,68
2024-02-12,FPS_003,Sugar,PHH,85
2024-02-12,FPS_004,Rice,AAY,1597
2024-02-12,FPS_004,Rice,PHH,2000
2024-02-12,FPS_004,Wheat,AAY,292
2024-02-12,FPS_004,Wheat,PHH,609
2024-02-12,FPS_004,Sugar,AAY,101
2024-02-12,FPS_004,Sugar,PHH,155
2024-02-12,FPS_005,Rice,AAY,1315
2024-02-12,FPS_005,Rice,PHH,2000
2024-02-12,FPS_005,Wheat,AAY,623
2024-02-12,FPS_005,Wheat,PHH,1393
2024-02-12,FPS_005,Sugar,AAY,101
2024-02-12,FPS_005,Sugar,PHH,62
2024-02-19,FPS_001,Rice,AAY,1203
2024-02-19,FPS_001,Rice,PHH,2000
2024-02-19,FPS_001,Wheat,AAY,389
2024-02-19,FPS_001,Wheat,PHH,1605
2024-02-19,FPS_001,Sugar,AAY,50
2024-02-19,FPS_001,Sugar,PHH,165
2024-02-19,FPS_002,Rice,AAY,999
2024-02-19,FPS_002,Rice,PHH,1755
2024-02-19,FPS_002,Wheat,AAY,522
2024-02-19,FPS_002,Wheat,PHH,812
2024-02-19,FPS_002,Sugar,AAY,50
2024-02-19,FPS_002,Sugar,PHH,96
2024-02-19,FPS_003,Rice,AAY,780
2024-02-19,FPS_003,Rice,PHH,1829
2024-02-19,FPS_003,Wheat,AAY,332
2024-02-19,FPS_003,Wheat,PHH,1374
2024-02-19,FPS_003,Sugar,AAY,81
2024-02-19,FPS_003,Sugar,PHH,183
2024-02-19,FPS_004,Rice,AAY,553
2024-02-19,FPS_004,Rice,PHH,1782
2024-02-19,FPS_004,Wheat,AAY,759
2024-02-19,FPS_004,Wheat,PHH,1127
2024-02-19,FPS_004,Sugar,AAY,55
2024-02-19,FPS_004,Sugar,PHH,167
2024-02-19,FPS_005,Rice,AAY,660
2024-02-19,FPS_005,Rice,PHH,2000
2024-02-19,FPS_005,Wheat,AAY,274
2024-02-19,FPS_005,Wheat,PHH,1635
2024-02-19,FPS_005,Sugar,AAY,50
2024-02-19,FPS_005,Sugar,PHH,173
2024-02-26,FPS_001,Rice,AAY,1282
2024-02-26,FPS_001,Rice,PHH,2000
2024-02-26,FPS_001,Wheat,AAY,423
2024-02-26,FPS_001,Wheat,PHH,1429
2024-02-26,FPS_001,Sugar,AAY,78
2024-02-26,FPS_001,Sugar,PHH,137
2024-02-26,FPS_002,Rice,AAY,507
2024-02-26,FPS_002,Rice,PHH,2000
2024-02-26,FPS_002,Wheat,AAY,162
2024-02-26,FPS_002,Wheat,PHH,1650
2024-02-26,FPS_002,Sugar,AAY,65
2024-02-26,FPS_002,Sugar,PHH,132
2024-02-26,FPS_003,Rice,AAY,1102
2024-02-26,FPS_003,Rice,PHH,1554
2024-02-26,FPS_003,Wheat,AAY,559
2024-02-26,FPS_003,Wheat,PHH,1618
2024-02-26,FPS_003,Sugar,AAY,52
2024-02-26,FPS_003,Sugar,PHH,123
2024-02-26,FPS_004,Rice,AAY,291
2024-02-26,FPS_004,Rice,PHH,2000
2024-02-26,FPS_004,Wheat,AAY,674
2024-02-26,FPS_004,Wheat,PHH,602
2024-02-26,FPS_004,Sugar,AAY,89
2024-02-26,FPS_004,Sugar,PHH,77
2024-02-26,FPS_005,Rice,AAY,91
2024-02-26,FPS_005,Rice,PHH,2000
2024-02-26,FPS_005,Wheat,AAY,269
2024-02-26,FPS_005,Wheat,PHH,1281
2024-02-26,FPS_005,Sugar,AAY,108
2024-02-26,FPS_005,Sugar,PHH,182
2024-03-04,FPS_001,Rice,AAY,492
2024-03-04,FPS_001,Rice,PHH,1847
2024-03-04,FPS_001,Wheat,AAY,452
2024-03-04,FPS_001,Wheat,PHH,1381
2024-03-04,FPS_001,Sugar,AAY,50
2024-03-04,FPS_001,Sugar,PHH,67
2024-03-04,FPS_002,Rice,AAY,1318
2024-03-04,FPS_002,Rice,PHH,2000
2024-03-04,FPS_002,Wheat,AAY,721
2024-03-04,FPS_002,Wheat,PHH,1482
2024-03-04,FPS_002,Sugar,AAY,55
2024-03-04,FPS_002,Sugar,PHH,99
2024-03-04,FPS_003,Rice,AAY,1593
2024-03-04,FPS_003,Rice,PHH,1984
2024-03-04,FPS_003,Wheat,AAY,252
2024-03-04,FPS_003,Wheat,PHH,746
2024-03-04,FPS_003,Sugar,AAY,50
2024-03-04,FPS_003,Sugar,PHH,125
2024-03-04,FPS_004,Rice,AAY,1468
2024-03-04,FPS_004,Rice,PHH,1619
2024-03-04,FPS_004,Wheat,AAY,329
2024-03-04,FPS_004,Wheat,PHH,1660
2024-03-04,FPS_004,Sugar,AAY,111
2024-03-04,FPS_004,Sugar,PHH,160
2024-03-04,FPS_005,Rice,AAY,444
2024-03-04,FPS_005,Rice,PHH,2000
2024-03-04,FPS_005,Wheat,AAY,801
2024-03-04,FPS_005,Wheat,PHH,690
2024-03-04,FPS_005,Sugar,AAY,78
2024-03-04,FPS_005,Sugar,PHH,92
2024-03-11,FPS_001,Rice,AAY,310
2024-03-11,FPS_001,Rice,PHH,1350
2024-03-11,FPS_001,Wheat,AAY,375
2024-03-11,FPS_001,Wheat,PHH,1138
2024-03-11,FPS_001,Sugar,AAY,50
2024-03-11,FPS_001,Sugar,PHH,188
2024-03-11,FPS_002,Rice,AAY,1275
2024-03-11,FPS_002,Rice,PHH,2000
2024-03-11,FPS_002,Wheat,AAY,452
2024-03-11,FPS_002,Wheat,PHH,972
2024-03-11,FPS_002,Sugar,AAY,67
2024-03-11,FPS_002,Sugar,PHH,83
2024-03-11,FPS_003,Rice,AAY,354
2024-03-11,FPS_003,Rice,PHH,2000
2024-03-11,FPS_003,Wheat,AAY,760
2024-03-11,FPS_003,Wheat,PHH,1636
2024-03-11,FPS_003,Sugar,AAY,64
2024-03-11,FPS_003,Sugar,PHH,165
2024-03-11,FPS_004,Rice,AAY,1080
2024-03-11,FPS_004,Rice,PHH,1730
2024-03-11,FPS_004,Wheat,AAY,921
2024-03-11,FPS_004,Wheat,PHH,1386
2024-03-11,FPS_004,Sugar,AAY,99
2024-03-11,FPS_004,Sugar,PHH,137
2024-03-11,FPS_005,Rice,AAY,360
2024-03-11,FPS_005,Rice,PHH,1923
2024-03-11,FPS_005,Wheat,AAY,347
2024-03-11,FPS_005,Wheat,PHH,1344
2024-03-11,FPS_005,Sugar,AAY,50
2024-03-11,FPS_005,Sugar,PHH,186
2024-03-18,FPS_001,Rice,AAY,346
2024-03-18,FPS_001,Rice,PHH,1751
2024-03-18,FPS_001,Wheat,AAY,673
2024-03-18,FPS_001,Wheat,PHH,1289
2024-03-18,FPS_001,Sugar,AAY,111
2024-03-18,FPS_001,Sugar,PHH,58
2024-03-18,FPS_002,Rice,AAY,1702
2024-03-18,FPS_002,Rice,PHH,1644
2024-03-18,FPS_002,Wheat,AAY,303
2024-03-18,FPS_002,Wheat,PHH,1401
2024-03-18,FPS_002,Sugar,AAY,60
2024-03-18,FPS_002,Sugar,PHH,64
2024-03-18,FPS_003,Rice,AAY,375
2024-03-18,FPS_003,Rice,PHH,900
2024-03-18,FPS_003,Wheat,AAY,282
2024-03-18,FPS_003,Wheat,PHH,627
2024-03-18,FPS_003,Sugar,AAY,84
2024-03-18,FPS_003,Sugar,PHH,195
2024-03-18,FPS_004,Rice,AAY,462
2024-03-18,FPS_004,Rice,PHH,1209
2024-03-18,FPS_004,Wheat,AAY,453
2024-03-18,FPS_004,Wheat,PHH,701
2024-03-18,FPS_004,Sugar,AAY,50
2024-03-18,FPS_004,Sugar,PHH,78
2024-03-18,FPS_005,Rice,AAY,1299
2024-03-18,FPS_005,Rice,PHH,2000
2024-03-18,FPS_005,Wheat,AAY,636
2024-03-18,FPS_005,Wheat,PHH,1363
2024-03-18,FPS_005,Sugar,AAY,56
2024-03-18,FPS_005,Sugar,PHH,129
2024-03-25,FPS_001,Rice,AAY,274
2024-03-25,FPS_001,Rice,PHH,2000
2024-03-25,FPS_001,Wheat,AAY,303
2024-03-25,FPS_001,Wheat,PHH,806
2024-03-25,FPS_001,Sugar,AAY,50
2024-03-25,FPS_001,Sugar,PHH,144
2024-03-25,FPS_002,Rice,AAY,939
2024-03-25,FPS_002,Rice,PHH,1127
2024-03-25,FPS_002,Wheat,AAY,202
2024-03-25,FPS_002,Wheat,PHH,1694
2024-03-25,FPS_002,Sugar,AAY,113
2024-03-25,FPS_002,Sugar,PHH,205
2024-03-25,FPS_003,Rice,AAY,696
2024-03-25,FPS_003,Rice,PHH,2000
2024-03-25,FPS_003,Wheat,AAY,871
2024-03-25,FPS_003,Wheat,PHH,716
2024-03-25,FPS_003,Sugar,AAY,92
2024-03-25,FPS_003,Sugar,PHH,173
2024-03-25,FPS_004,Rice,AAY,378
2024-03-25,FPS_004,Rice,PHH,2000
2024-03-25,FPS_004,Wheat,AAY,850
2024-03-25,FPS_004,Wheat,PHH,1045
2024-03-25,FPS_004,Sugar,AAY,50
2024-03-25,FPS_004,Sugar,PHH,195
2024-03-25,FPS_005,Rice,AAY,994
2024-03-25,FPS_005,Rice,PHH,2000
2024-03-25,FPS_005,Wheat,AAY,441
2024-03-25,FPS_005,Wheat,PHH,677
2024-03-25,FPS_005,Sugar,AAY,50
2024-03-25,FPS_005,Sugar,PHH,125
2024-04-01,FPS_001,Rice,AAY,1239
2024-04-01,FPS_001,Rice,PHH,961
2024-04-01,FPS_001,Wheat,AAY,737
2024-04-01,FPS_001,Wheat,PHH,1132
2024-04-01,FPS_001,Sugar,AAY,111
2024-04-01,FPS_001,Sugar,PHH,137
2024-04-01,FPS_002,Rice,AAY,762
2024-04-01,FPS_002,Rice,PHH,934
2024-04-01,FPS_002,Wheat,AAY,799
2024-04-01,FPS_002,Wheat,PHH,1426
2024-04-01,FPS_002,Sugar,AAY,50
2024-04-01,FPS_002,Sugar,PHH,97
2024-04-01,FPS_003,Rice,AAY,744
2024-04-01,FPS_003,Rice,PHH,2000
2024-04-01,FPS_003,Wheat,AAY,487
2024-04-01,FPS_003,Wheat,PHH,1575
2024-04-01,FPS_003,Sugar,AAY,50
2024-04-01,FPS_003,Sugar,PHH,62
2024-04-01,FPS_004,Rice,AAY,495
2024-04-01,FPS_004,Rice,PHH,1577
2024-04-01,FPS_004,Wheat,AAY,847
2024-04-01,FPS_004,Wheat,PHH,1341
2024-04-01,FPS_004,Sugar,AAY,50
2024-04-01,FPS_004,Sugar,PHH,206
2024-04-01,FPS_005,Rice,AAY,954
2024-04-01,FPS_005,Rice,PHH,2000
2024-04-01,FPS_005,Wheat,AAY,878
2024-04-01,FPS_005,Wheat,PHH,1631
2024-04-01,FPS_005,Sugar,AAY,84
2024-04-01,FPS_005,Sugar,PHH,145
2024-04-08,FPS_001,Rice,AAY,1072
2024-04-08,FPS_001,Rice,PHH,1362
2024-04-08,FPS_001,Wheat,AAY,98
2024-04-08,FPS_001,Wheat,PHH,1205
2024-04-08,FPS_001,Sugar,AAY,50
2024-04-08,FPS_001,Sugar,PHH,87
2024-04-08,FPS_002,Rice,AAY,483
2024-04-08,FPS_002,Rice,PHH,1276
2024-04-08,FPS_002,Wheat,AAY,526
2024-04-08,FPS_002,Wheat,PHH,553
2024-04-08,FPS_002,Sugar,AAY,50
2024-04-08,FPS_002,Sugar,PHH,145
2024-04-08,FPS_003,Rice,AAY,265
2024-04-08,FPS_003,Rice,PHH,2000
2024-04-08,FPS_003,Wheat,AAY,794
2024-04-08,FPS_003,Wheat,PHH,540
2024-04-08,FPS_003,Sugar,AAY,50
2024-04-08,FPS_003,Sugar,PHH,117
2024-04-08,FPS_004,Rice,AAY,982
2024-04-08,FPS_004,Rice,PHH,1640
2024-04-08,FPS_004,Wheat,AAY,230
2024-04-08,FPS_004,Wheat,PHH,1338
2024-04-08,FPS_004,Sugar,AAY,50
2024-04-08,FPS_004,Sugar,PHH,175
2024-04-08,FPS_005,Rice,AAY,297
2024-04-08,FPS_005,Rice,PHH,1360
2024-04-08,FPS_005,Wheat,AAY,302
2024-04-08,FPS_005,Wheat,PHH,714
2024-04-08,FPS_005,Sugar,AAY,50
2024-04-08,FPS_005,Sugar,PHH,112
2024-04-15,FPS_001,Rice,AAY,318
2024-04-15,FPS_001,Rice,PHH,923
2024-04-15,FPS_001,Wheat,AAY,842
2024-04-15,FPS_001,Wheat,PHH,1517
2024-04-15,FPS_001,Sugar,AAY,73
2024-04-15,FPS_001,Sugar,PHH,154
2024-04-15,FPS_002,Rice,AAY,669
2024-04-15,FPS_002,Rice,PHH,2000
2024-04-15,FPS_002,Wheat,AAY,735
2024-04-15,FPS_002,Wheat,PHH,1597
2024-04-15,FPS_002,Sugar,AAY,81
2024-04-15,FPS_002,Sugar,PHH,106
2024-04-15,FPS_003,Rice,AAY,1624
2024-04-15,FPS_003,Rice,PHH,2000
2024-04-15,FPS_003,Wheat,AAY,688
2024-04-15,FPS_003,Wheat,PHH,705
2024-04-15,FPS_003,Sugar,AAY,64
2024-04-15,FPS_003,Sugar,PHH,123
2024-04-15,FPS_004,Rice,AAY,1500
2024-04-15,FPS_004,Rice,PHH,1140
2024-04-15,FPS_004,Wheat,AAY,442
2024-04-15,FPS_004,Wheat,PHH,1624
2024-04-15,FPS_004,Sugar,AAY,50
2024-04-15,FPS_004,Sugar,PHH,88
2024-04-15,FPS_005,Rice,AAY,157
2024-04-15,FPS_005,Rice,PHH,2000
2024-04-15,FPS_005,Wheat,AAY,731
2024-04-15,FPS_005,Wheat,PHH,1551
2024-04-15,FPS_005,Sugar,AAY,70
2024-04-15,FPS_005,Sugar,PHH,204
2024-04-22,FPS_001,Rice,AAY,1560
2024-04-22,FPS_001,Rice,PHH,1906
2024-04-22,FPS_001,Wheat,AAY,574
2024-04-22,FPS_001,Wheat,PHH,1647
2024-04-22,FPS_001,Sugar,AAY,66
2024-04-22,FPS_001,Sugar,PHH,196
2024-04-22,FPS_002,Rice,AAY,153
2024-04-22,FPS_002,Rice,PHH,2000
2024-04-22,FPS_002,Wheat,AAY,69
2024-04-22,FPS_002,Wheat,PHH,937
2024-04-22,FPS_002,Sugar,AAY,99
2024-04-22,FPS_002,Sugar,PHH,144
2024-04-22,FPS_003,Rice,AAY,807
2024-04-22,FPS_003,Rice,PHH,2000
2024-04-22,FPS_003,Wheat,AAY,932
2024-04-22,FPS_003,Wheat,PHH,1148
2024-04-22,FPS_003,Sugar,AAY,50
2024-04-22,FPS_003,Sugar,PHH,73
2024-04-22,FPS_004,Rice,AAY,724
2024-04-22,FPS_004,Rice,PHH,2000
2024-04-22,FPS_004,Wheat,AAY,849
2024-04-22,FPS_004,Wheat,PHH,1506
2024-04-22,FPS_004,Sugar,AAY,108
2024-04-22,FPS_004,Sugar,PHH,67
2024-04-22,FPS_005,Rice,AAY,1284
2024-04-22,FPS_005,Rice,PHH,2000
2024-04-22,FPS_005,Wheat,AAY,624
2024-04-22,FPS_005,Wheat,PHH,754
2024-04-22,FPS_005,Sugar,AAY,50
2024-04-22,FPS_005,Sugar,PHH,83
2024-04-29,FPS_001,Rice,AAY,652
2024-04-29,FPS_001,Rice,PHH,2000
2024-04-29,FPS_001,Wheat,AAY,391
2024-04-29,FPS_001,Wheat,PHH,915
2024-04-29,FPS_001,Sugar,AAY,88
2024-04-29,FPS_001,Sugar,PHH,173
2024-04-29,FPS_002,Rice,AAY,1596
2024-04-29,FPS_002,Rice,PHH,2000
2024-04-29,FPS_002,Wheat,AAY,103
2024-04-29,FPS_002,Wheat,PHH,1110
2024-04-29,FPS_002,Sugar,AAY,79
2024-04-29,FPS_002,Sugar,PHH,102
2024-04-29,FPS_003,Rice,AAY,183
2024-04-29,FPS_003,Rice,PHH,2000
2024-04-29,FPS_003,Wheat,AAY,669
2024-04-29,FPS_003,Wheat,PHH,495
2024-04-29,FPS_003,Sugar,AAY,50
2024-04-29,FPS_003,Sugar,PHH,91
2024-04-29,FPS_004,Rice,AAY,1480
2024-04-29,FPS_004,Rice,PHH,2000
2024-04-29,FPS_004,Wheat,AAY,933
2024-04-29,FPS_004,Wheat,PHH,978
2024-04-29,FPS_004,Sugar,AAY,50
2024-04-29,FPS_004,Sugar,PHH,204
2024-04-29,FPS_005,Rice,AAY,1569
2024-04-29,FPS_005,Rice,PHH,2000
2024-04-29,FPS_005,Wheat,AAY,705
2024-04-29,FPS_005,Wheat,PHH,865
2024-04-29,FPS_005,Sugar,AAY,50
2024-04-29,FPS_005,Sugar,PHH,165
2024-05-06,FPS_001,Rice,AAY,279
2024-05-06,FPS_001,Rice,PHH,2000
2024-05-06,FPS_001,Wheat,AAY,708
2024-05-06,FPS_001,Wheat,PHH,1408
2024-05-06,FPS_001,Sugar,AAY,50
2024-05-06,FPS_001,Sugar,PHH,198
2024-05-06,FPS_002,Rice,AAY,1504
2024-05-06,FPS_002,Rice,PHH,2000
2024-05-06,FPS_002,Wheat,AAY,107
2024-05-06,FPS_002,Wheat,PHH,972
2024-05-06,FPS_002,Sugar,AAY,94
2024-05-06,FPS_002,Sugar,PHH,138
2024-05-06,FPS_003,Rice,AAY,298
2024-05-06,FPS_003,Rice,PHH,2000
2024-05-06,FPS_003,Wheat,AAY,840
2024-05-06,FPS_003,Wheat,PHH,666
2024-05-06,FPS_003,Sugar,AAY,52
2024-05-06,FPS_003,Sugar,PHH,166
2024-05-06,FPS_004,Rice,AAY,192
2024-05-06,FPS_004,Rice,PHH,2000
2024-05-06,FPS_004,Wheat,AAY,562
2024-05-06,FPS_004,Wheat,PHH,1540
2024-05-06,FPS_004,Sugar,AAY,102
2024-05-06,FPS_004,Sugar,PHH,74
2024-05-06,FPS_005,Rice,AAY,1236
2024-05-06,FPS_005,Rice,PHH,1176
2024-05-06,FPS_005,Wheat,AAY,609
2024-05-06,FPS_005,Wheat,PHH,1330
2024-05-06,FPS_005,Sugar,AAY,64
2024-05-06,FPS_005,Sugar,PHH,98
2024-05-13,FPS_001,Rice,AAY,1680
2024-05-13,FPS_001,Rice,PHH,2000
2024-05-13,FPS_001,Wheat,AAY,321
2024-05-13,FPS_001,Wheat,PHH,753
2024-05-13,FPS_001,Sugar,AAY,90
2024-05-13,FPS_001,Sugar,PHH,133
2024-05-13,FPS_002,Rice,AAY,1134
2024-05-13,FPS_002,Rice,PHH,2000
2024-05-13,FPS_002,Wheat,AAY,910
2024-05-13,FPS_002,Wheat,PHH,834
2024-05-13,FPS_002,Sugar,AAY,50
